ETF_Name,2차전지,2차전지(LFP/리튬인산철),2차전지(나트륨이온),2차전지(생산),2차전지(소재/부품),2차전지(장비),2차전지(전고체),3D 낸드(NAND),4대강 복원,CXL(컴퓨트익스프레스링크),IT 대표주,IT서비스,MLCC(적층세라믹콘덴서),PCB(FPCB 등),가구,가스유틸리티,가정용기기와용품,가정용품,갤럭시 부품주,건강관리기술,건강관리업체및서비스,건강관리장비와용품,건설,건축자재,건축제품,게임엔터테인먼트,광고,교육서비스,그래핀,기계,기타,기타금융,다각화된소비자서비스,다각화된통신서비스,담배,도로와철도운송,디스플레이장비및부품,디스플레이패널,레저용장비와제품,리비안(RIVIAN),리튬,마이코플라스마 폐렴,맥신(MXene),메르스 코로나 바이러스,무선충전기술,무선통신서비스,무역회사와판매업체,문구류,바이오인식(생체인식),반도체 재료/부품,반도체와반도체장비,방송과엔터테인먼트,백화점과일반상점,복합기업,복합유틸리티,부동산,비철금속,사무용전자제품,상업서비스와공급품,생명과학도구및서비스,생명보험,생물공학,석유와가스,"섬유,의류,신발,호화품",소프트웨어,손해보험,스마트카(SMART CAR),스마트폰,시멘트/레미콘,시스템반도체,식품,식품과기본식료품소매,아이폰,양방향미디어와서비스,에너지장비및서비스,온디바이스 AI,우주항공과국방,운송인프라,윤활유,은행,음료,인터넷과카탈로그소매,자동차,자동차 대표주,자동차부품,자율주행차,재난/안전(지진/화재 등),전기유틸리티,전기자전거,전기장비,전기제품,전기차,전문소매,전자장비와기기,전자제품,정유,제약,조선,종이와목재,증권,창업투자,철강,출판,카드,카메라모듈/부품,컴퓨터와주변기기,콜드체인(저온 유통),태풍 및 장마,통신,통신장비,판매업체,포장재,항공사,항공화물운송과물류,해운사,핸드셋,"호텔,레스토랑,레저",화장품,화학
ACE Fn성장소비주도주,0.0,0.01931438972595814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06330265952067955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20982910304378605,0.03872990191121449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08757204975224998,0.01840428759227425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20750328647992722,0.0,0.0,0.07290929315400951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018202042673677827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1206390939427647,0.18111032460309437,0.0
KODEX 코스피,0.08931628234820178,0.043097371865874166,0.04178833954284527,0.04803141677575228,0.04027791763165809,0.00010069479407914525,0.054073104420501,0.2373376296445453,0.0,0.2363306817037539,0.253750881079446,0.01520491390595093,0.004732655321719826,0.007149330379619313,0.0009062531467123071,0.0036250125868492297,0.004531265733561536,0.0,0.16685127378914366,0.0,0.0,0.000805558352633162,0.00936461584936051,0.0037257073809283743,0.00010069479407914525,0.011076427348705977,0.0013090323230288883,0.0002013895881582905,0.00010069479407914525,0.032927197663880484,0.0,0.0,0.0,0.005336824086194698,0.00634377202698615,0.000805558352633162,0.0,0.002013895881582905,0.0,0.01037156379015196,0.06021548685932885,0.00010069479407914525,0.0011076427348705976,0.0007048635585540166,0.17067767596415115,0.007250025173698457,0.0042291813513241,0.0,0.0002013895881582905,0.0047326553217198275,0.24116403181955284,0.005236129292115553,0.005336824086194698,0.03594804148625484,0.000402779176316581,0.002013895881582905,0.010673648172389399,0.0002013895881582905,0.0013090323230288883,0.0,0.012184070083576574,0.00010069479407914525,0.022052159903332806,0.007552109555935895,0.0010069479407914523,0.01550699828818837,0.013895881582922045,0.17208740308125914,0.0011076427348705976,0.24045916826099878,0.014802134729634354,0.0,0.25838284160708663,0.024166750578994853,0.005034739703957262,0.2406605578491571,0.03413553519283023,0.002215285469741195,0.011479206525022559,0.062229382740911755,0.0013090323230288883,0.0003020843822374357,0.03413553519283023,0.0467223844527234,0.02205215990333279,0.31890041284865295,0.0002013895881582905,0.012486154465814012,0.005840298056590423,0.020743127580303916,0.045514046923773636,0.11771221427852076,0.00010069479407914525,0.009163226261202218,0.004934044909878117,0.011076427348705977,0.06444466821065288,0.05346893565602612,0.0002013895881582905,0.026684120430973474,0.0002013895881582905,0.01611116705266324,0.0002013895881582905,0.0023159802638203406,0.005840298056590423,0.0,0.000402779176316581,0.0007048635585540167,0.01248615446581401,0.0015104219111871785,0.0,0.0014097271171080335,0.007350719967777603,0.0057396032625112794,0.010774342966468542,0.0005034739703957263,0.004128486557244955,0.012788238848051449,0.028395931930318898
KODEX 200 중소형,0.04979460975854121,0.0,0.0,0.0,0.03707043382426608,0.0,0.014227031359583201,0.016431219316701724,0.0,0.0,0.0,0.0,0.0,0.0,0.0033062819356777864,0.0,0.0,0.0,0.0,0.0,0.0,0.006812944594729984,0.034866245867147566,0.01633102895501452,0.0,0.005109708446047488,0.012022843402464676,0.0,0.0,0.035567578398958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012924556657649529,0.01082055906221821,0.0,0.004809137360985871,0.008415990381725275,0.02574892295361185,0.0,0.0,0.0,0.0,0.03927462178138461,0.0,0.0,0.06432221220318601,0.07614467488227629,0.0019036168720569073,0.0,0.02394549644324215,0.0,0.015529506061516875,0.0,0.010019036168720564,0.0,0.0,0.03336339044183948,0.0,0.013625889189459969,0.010019036168720564,0.0,0.0026049494038673468,0.0,0.03446548442039874,0.0,0.0018034265103697015,0.0,0.009718465083658947,0.0,0.0,0.0,0.0,0.0816551447750726,0.009417893998597332,0.0,0.0027051397655545525,0.019436930167317894,0.04328223624887284,0.012724175934275116,0.0,0.025448351868550233,0.0,0.09528103396453257,0.006412183147981161,0.024246067528303765,0.0,0.0,0.0,0.0,0.04728985071636106,0.049093277226730764,0.0,0.025348161506863025,0.0,0.008816751828474096,0.0,0.0,0.0,0.0,0.0,0.0053100891694219,0.0,0.020539024145877157,0.0,0.004708946999298665,0.0,0.008415990381725275,0.008215609658350862,0.0018034265103697015,0.009017132551848507,0.0762448652439635,0.07925057609457968
TIGER 200 헬스케어,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02680453769701837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333299869491015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9731954623029816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TIGER 200 산업재,0.21476577389908724,0.15467950647005724,0.13792757548400045,0.13792757548400045,0.0768381984150868,0.0,0.14545089778312775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02387400942923062,0.17775102818738092,0.0,0.0,0.0,0.029792356304544097,0.0,0.02387400942923062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018055973517905513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.420302939111245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011836693750626947,0.0,0.0951951048249574,0.17494232119570677,0.20222690340054178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061189688032902013,0.06449994984451803,0.09027986758952757,0.0,0.0,0.0,0.039823452703380495
TIGER 200 생활소비재,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022503516174402247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1895720313441832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0509342977697408,0.0466144263612618,0.0034157122764717695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21920835844886474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01727948563391601,0.0,0.0,0.0,0.0,0.0,0.0,0.19871408479003413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25175808720112514,0.0
TIGER 우량가치,0.022648083623693378,0.0,0.0,0.0,0.022648083623693378,0.0,0.0,0.0,0.0,0.0,0.019881123180979707,0.0,0.0,0.0,0.0,0.04191432670629227,0.0,0.0,0.0,0.0,0.0,0.0,0.05421192867390858,0.019061283049805287,0.0,0.0,0.01936872309899569,0.0,0.0,0.0,0.0,0.0,0.0,0.020291043246566918,0.020598483295757322,0.0,0.0,0.0,0.0,0.0,0.022648083623693378,0.0,0.0,0.0,0.019881123180979707,0.04027464644394342,0.021315843410534944,0.0,0.0,0.018548882967821274,0.0,0.0,0.0549292887886862,0.03791760606681697,0.02111088337774134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04068456650953063,0.0,0.0,0.061385529821684756,0.0,0.0,0.0,0.0,0.0592334494773519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020291043246566918,0.023570403771264598,0.02111088337774134,0.0,0.04150440664070505,0.061897929903668776,0.06097560975609755,0.12051649928263986,0.0,0.0,0.0,0.0,0.0,0.10094281615085059,0.0,0.0,0.019881123180979707,0.020291043246566918,0.0,0.0,0.0,0.021418323426931743,0.0,0.11242057798729246,0.0,0.0,0.0,0.0,0.0,0.020803443328550927,0.06056568969051034,0.0,0.0,0.0,0.0,0.01998360319737651,0.04211928673908587,0.0,0.0,0.020803443328550927,0.10391473662635783
PLUS 코스피,0.08842849924204053,0.0432541687721067,0.04204143506821585,0.04830722587165188,0.03911066195047964,0.0001010611419909035,0.05416877210712427,0.23799898938857772,0.0,0.23698837796866876,0.254471955533095,0.01495704901465372,0.0045477513895906575,0.007175341081354151,0.0009095502779181315,0.00343607882769072,0.004345629105608851,0.0,0.1676604345629089,0.0,0.0,0.0011116725618999387,0.009499747347144934,0.0037392622536634302,0.0001010611419909035,0.011520970186963,0.0013137948458817456,0.000202122283981807,0.000202122283981807,0.03264274886306182,0.0,0.0,0.0,0.005356240525517886,0.006265790803436018,0.0007074279939363245,0.000404244567963614,0.00202122283981807,0.0,0.010409297625063062,0.06003031834259667,0.0001010611419909035,0.0009095502779181315,0.0008084891359272279,0.1715007579585632,0.007175341081354148,0.004244567963617947,0.0,0.000404244567963614,0.004749873673572466,0.24173825164224122,0.005053057099545176,0.0051541182415360785,0.035674583122788935,0.000404244567963614,0.002829711975745298,0.01000505305709945,0.000202122283981807,0.0017180394138453597,0.0,0.012026275896917517,0.0001010611419909035,0.02162708438605335,0.007175341081354152,0.001010611419909035,0.015159171298635529,0.013946437594744685,0.17281455280444494,0.001010611419909035,0.24143506821626845,0.014451743304699205,0.0,0.259727134916622,0.02435573521980774,0.004850934815563368,0.24113188479029576,0.033956543708943576,0.002627589691763491,0.01121778676099029,0.0633653360282965,0.001212733703890842,0.0003031834259727105,0.03466397170287989,0.046993431025770124,0.02162708438605333,0.3197574532592187,0.0001010611419909035,0.012531581606872035,0.005962607377463306,0.02203132895401696,0.045780697321879275,0.11814047498736617,0.0001010611419909035,0.009196563921172221,0.004951995957554272,0.011116725618999387,0.06457806973218727,0.05396664982314247,0.0003031834259727105,0.027286508337543928,0.000202122283981807,0.014855987872662818,0.000202122283981807,0.0022233451237998773,0.005861546235472404,0.0,0.0003031834259727105,0.0007074279939363246,0.01243052046488113,0.001616978271854456,0.0,0.0013137948458817454,0.00778170793329957,0.005659423951490597,0.01091460333501758,0.0007074279939363246,0.00404244567963614,0.011318847902981193,0.027185447195552992
TIGER 화장품,0.0,0.06845178175961346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09794644654721163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0938192067646467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025266760620092615,0.0,0.0,0.0,0.0,0.0,0.7829675860680493,0.0
TIGER 여행레저,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005420054200542007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09946803171735423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015156077486700796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2922814413329319,0.0,0.0,0.0,0.5876743952624711,0.0,0.0
TIGER 미디어컨텐츠,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013348052990766761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.853271778402248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10849056603773585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024889602569249297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TIGER KTOP30,0.17220270948319116,0.06442548921224286,0.07797290516808832,0.0922227797290517,0.0799799297541395,0.0,0.10978424485699952,0.25870546914199705,0.0,0.25870546914199705,0.29774209734069246,0.0,0.01756146512794782,0.01756146512794782,0.0,0.0,0.0,0.0,0.2426492724535876,0.0,0.0,0.0,0.008429503261414954,0.0,0.0,0.007827395885599601,0.0,0.0,0.0,0.008329152032112395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013045659809332668,0.0,0.027797290516808838,0.130155544405419,0.0,0.0,0.0,0.2350225790265931,0.03512293025589564,0.0,0.0,0.0,0.0,0.25870546914199705,0.0,0.0,0.022177621675865535,0.0,0.0,0.0,0.0,0.0,0.0,0.016156547917711997,0.0,0.014249874560963374,0.0,0.0,0.056196688409433024,0.03813346713497241,0.2541896638233819,0.0,0.25870546914199705,0.0,0.0,0.34480682388359274,0.1100852985449072,0.0,0.27626693426994486,0.0,0.0,0.014249874560963374,0.023080782739588565,0.0,0.0,0.041445057701956854,0.07957852483692927,0.03813346713497241,0.4752634219769194,0.0,0.0,0.027797290516808838,0.0,0.07797290516808832,0.22117410938284002,0.0,0.01756146512794782,0.009934771700953339,0.014249874560963374,0.10135474159558457,0.04435524335173107,0.0,0.0025087807325639743,0.0,0.04054189663823383,0.0,0.0,0.01756146512794782,0.0,0.0,0.0,0.03512293025589564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01675865529352735,0.047767185148018074
KODEX 코스닥150,0.1319979969954933,0.008813219829744619,0.07230846269404108,0.0,0.11587381071607415,0.013820731096644969,0.015322984476715077,0.03314972458688033,0.0,0.002804206309464197,0.0,0.008813219829744619,0.0057085628442664,0.018527791687531298,0.0,0.0,0.00911367050575864,0.0,0.017325988983475215,0.007711567351026542,0.010315473209814725,0.09193790686029044,0.0,0.0007010515773660492,0.0,0.03284927391086631,0.0,0.002603905858788183,0.0,0.02293440160240361,0.0,0.0,0.0,0.0,0.0,0.0,0.01111667501251878,0.0,0.0,0.007511266900350528,0.05127691537305959,0.0,0.0,0.0024036054081121687,0.0,0.0,0.0,0.0,0.004106159238858289,0.05348022033049575,0.15573360040060097,0.04446670005007512,0.0,0.0,0.0,0.0,0.0,0.0,0.003304957436154232,0.006810215322984478,0.0,0.24596895343014524,0.0,0.0,0.008612919379068605,0.0,0.0,0.02113169754631948,0.0,0.05217826740110166,0.010716074111166754,0.0,0.008012018027040563,0.00811216825237857,0.0,0.04296444667000503,0.0,0.0,0.0,0.0,0.0,0.012018027040560843,0.0,0.0,0.0021031547320981476,0.0015022533800701054,0.0,0.0,0.002503755633450176,0.008212318477716578,0.06239359038557839,0.019829744616925393,0.0,0.033049574361542315,0.0,0.0,0.0982473710565849,0.0,0.0,0.0016024036054081126,0.00370555833750626,0.0022033049574361548,0.0,0.0,0.0017025538307461196,0.0,0.0021031547320981476,0.0,0.0,0.01111667501251878,0.0,0.0,0.0,0.0,0.0,0.01221832749123686,0.00741111667501252,0.01492238357536305,0.04897346019028544
KODEX KTOP30,0.16899147014550933,0.06452584044154543,0.07476166583040643,0.08901154039136981,0.0799799297541395,0.0,0.10657300551931763,0.2601103863522329,0.0,0.2601103863522329,0.29583542398394386,0.0,0.01756146512794782,0.01756146512794782,0.0,0.0,0.0,0.0,0.24405418966382345,0.0,0.0,0.0,0.008429503261414954,0.0,0.0,0.007827395885599601,0.0,0.0,0.0,0.008329152032112395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013045659809332668,0.0,0.02448569994982439,0.13025589563472156,0.0,0.0,0.0,0.23642749623682893,0.03532363271450076,0.0,0.0,0.0,0.0,0.2601103863522329,0.0,0.0,0.022177621675865535,0.0,0.0,0.0,0.0,0.0,0.0,0.016156547917711997,0.0,0.014249874560963374,0.0,0.0,0.05629703963873559,0.03813346713497241,0.2522829904666333,0.0,0.2601103863522329,0.0,0.0,0.342900150526844,0.11068740592072257,0.0,0.2776718514801807,0.0,0.0,0.014249874560963374,0.023080782739588565,0.0,0.0,0.041445057701956854,0.07957852483692927,0.03813346713497241,0.4772704465629706,0.0,0.0,0.02448569994982439,0.0,0.07476166583040643,0.21796287004515805,0.0,0.01756146512794782,0.009934771700953339,0.014249874560963374,0.10215755143000504,0.04435524335173107,0.0,0.0025087807325639743,0.0,0.04054189663823383,0.0,0.0,0.01756146512794782,0.0,0.0,0.0,0.03532363271450076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01675865529352735,0.047867536377320635
TIGER 코스닥150,0.13235294117647065,0.00890356142456983,0.07252901160464187,0.0,0.116046418567427,0.01400560224089636,0.015406162464985995,0.033413365346138466,0.0,0.0028011204481792726,0.0,0.008803521408563428,0.005702280912364946,0.018607442977190882,0.0,0.0,0.009103641456582635,0.0,0.017206882753101244,0.007803121248499401,0.01040416166466587,0.09343737494998001,0.0,0.0007002801120448181,0.0,0.03271308523409365,0.0,0.0025010004001600646,0.0,0.023109243697478996,0.0,0.0,0.0,0.0,0.0,0.0,0.01120448179271709,0.0,0.0,0.0076030412164865965,0.05122048819527812,0.0,0.0,0.0024009603841536617,0.0,0.0,0.0,0.0,0.004101640656262506,0.05332132853141259,0.15526210484193687,0.044717887154861954,0.0,0.0,0.0,0.0,0.0,0.0,0.0033013205282112854,0.006902761104441778,0.0,0.2441976790716287,0.0,0.0,0.008603441376550622,0.0,0.0,0.021108443377350943,0.0,0.052120848339335744,0.010604241696678673,0.0,0.008003201280512207,0.008303321328531415,0.0,0.04281712685074031,0.0,0.0,0.0,0.0,0.0,0.01200480192076831,0.0,0.0,0.002100840336134454,0.0015006002400960387,0.0,0.0,0.0025010004001600646,0.008103241296518609,0.06282513005202084,0.01960784313725491,0.0,0.03321328531412566,0.0,0.0,0.09803921568627452,0.0,0.0,0.0016006402561024413,0.0037014805922368954,0.002200880352140857,0.0,0.0,0.001700680272108844,0.0,0.002100840336134454,0.0,0.0,0.011004401760704285,0.0,0.0,0.0,0.0,0.0,0.012204881952781117,0.00730292116846739,0.015006002400960387,0.04901960784313726
RISE V&S셀렉트밸류,0.0721168475504615,0.010548737194441623,0.027284714474084582,0.03783345166852621,0.03428339588193528,0.0,0.03783345166852621,0.28136727862866406,0.0,0.28136727862866406,0.32863373567298904,0.016634547114311792,0.0,0.0061872400852013365,0.0,0.0,0.0,0.0,0.29333603813774206,0.0,0.0,0.011157318186428641,0.005477228927883151,0.0071001115731818614,0.0,0.0,0.0,0.0,0.0,0.049497920681610685,0.0,0.0,0.0,0.0,0.0,0.0,0.011968759509077996,0.0,0.0,0.027284714474084582,0.02444466984481184,0.0,0.0,0.0,0.3199107414545085,0.0,0.0,0.0,0.0,0.01105588802109747,0.3114920377320214,0.020286033066233892,0.0,0.009838726037123437,0.0,0.004767217770564964,0.011664469013084487,0.006795821077188354,0.0,0.0,0.0,0.0,0.02038746323156506,0.014403083477026062,0.0,0.012475910335733843,0.03418196571660411,0.32062075261182665,0.0,0.290293133177807,0.009838726037123437,0.0,0.32062075261182665,0.02606755249011055,0.0,0.290293133177807,0.014098792981032553,0.004970078101227304,0.010548737194441623,0.06978395374784459,0.0,0.0,0.024951820671467687,0.03418196571660411,0.043716401257734044,0.3615985394056191,0.0,0.0,0.027284714474084582,0.01856172025560401,0.027284714474084582,0.10599452277107207,0.0,0.011867329343746826,0.019981742570240383,0.010548737194441623,0.01156303884775332,0.012678770666396182,0.0,0.10711025458971495,0.0,0.029414747946039148,0.0,0.0,0.0,0.0,0.0,0.009635865706461098,0.0,0.0,0.0,0.0,0.0,0.0,0.004767217770564964,0.0,0.0,0.00912871487980525,0.040267775636474275
KODEX 코스피100,0.06271288318974154,0.01723101582849129,0.019034261671007816,0.024644359847725908,0.03806852334201563,0.0,0.03035463834902825,0.3603486275295532,0.0,0.3603486275295532,0.38218793828892006,0.006912442396313365,0.005710278501302344,0.005710278501302344,0.0,0.0011019835704267683,0.004708475255459828,0.0,0.25495892606692044,0.0,0.0,0.0,0.006712081747144861,0.0,0.0,0.011420557002604689,0.0,0.0,0.0,0.03556401522740934,0.0,0.0,0.0,0.00901622921258265,0.009216589861751154,0.0,0.0,0.0023041474654377885,0.0,0.010518934081346425,0.04077339210579043,0.0,0.0,0.0,0.2572630735323583,0.0091164095371669,0.0018032458425165298,0.0,0.0,0.0,0.36305349629332806,0.0039070326587858145,0.0,0.029553195752354235,0.0,0.0,0.003806852334201563,0.0,0.0,0.0,0.008014425966740133,0.0,0.019535163293929073,0.0007012622720897617,0.0,0.014225606090963735,0.015928671608896012,0.2619715487878181,0.0,0.36305349629332806,0.007413344019234623,0.0,0.38940092165898615,0.03706672009617311,0.0031055900621118015,0.36605890603085556,0.04087357243037468,0.0,0.009216589861751154,0.08926066920456825,0.0,0.0,0.04187537567621719,0.05650170306551793,0.01703065517932278,0.46814265678220807,0.0,0.009416950510919656,0.008715688238829894,0.011921458625525946,0.021338409136445604,0.1044880785413745,0.0,0.007413344019234623,0.006311360448807855,0.009216589861751154,0.04377880184331797,0.038769785614105386,0.0,0.020637146864355842,0.0,0.01883390102183931,0.0,0.0010018032458425166,0.007413344019234623,0.0,0.0,0.0,0.01813263874974955,0.0,0.0,0.0,0.008515327589661392,0.004007212983370066,0.006010819475055099,0.0,0.0016028851933480267,0.0053095572029653385,0.017832097775996796
KODEX 바이오,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038029299618703605,0.019466185029098942,0.19887617900862942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019466185029098942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09211318482841664,0.0,0.1509131045554887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47993176801123827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00802729279550472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02067027894842465
KODEX 모멘텀Plus,0.004438168246923543,0.005245107928182369,0.0,0.0,0.0,0.004438168246923543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004438168246923543,0.004438168246923543,0.0,0.03772443009885012,0.0,0.0,0.0,0.007262457131329434,0.02854549122453097,0.0,0.020576961872100064,0.0,0.025015130119023607,0.0,0.0,0.0,0.04922332055678839,0.0,0.0,0.0,0.0,0.04407908008876337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004438168246923543,0.052451079281823694,0.054266693564656056,0.03348799677224128,0.0,0.0,0.005245107928182369,0.0,0.00958240871494856,0.013516239661085337,0.0,0.043473875327819246,0.0,0.0604196086342546,0.0,0.0,0.0,0.0,0.020576961872100064,0.0,0.14484567278595928,0.0,0.0,0.0,0.012507565059511803,0.0,0.012204962679039743,0.0,0.05184587452087957,0.0,0.0,0.004942505547710309,0.0,0.0,0.026225539640911847,0.0,0.0,0.024611660278394194,0.0,0.02672987694169861,0.0,0.0,0.0,0.02168650393383095,0.0,0.0,0.04609642929191044,0.03469840629412952,0.0,0.0,0.0,0.015937058704861815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06263869275771637,0.07312890861408111
